1448,80,160,161
1448,81,160,161
1448,82,170,171
1448,83,176,177
1448,84,173,174
1448,85,172,173
1448,86,177,178
1448,87,179,180
1448,88,179,180
1448,89,178,179
1448,90,189,190
1448,91,199,200
1448,92,202,203
1448,93,203,204
1448,94,201,202
1448,95,196,197
1448,96,190,191
1448,97,185,186
1448,98,184,185
1448,99,186,187
1449,80,160,161
1449,81,166,167
1449,82,170,171
1449,83,175,176
1449,84,179,180
1449,85,180,181
1449,86,181,182
1449,87,182,183
1449,88,183,184
1449,89,181,182
1449,90,186,187
1449,91,194,195
1449,92,200,201
1449,93,201,202
1449,94,197,198
1449,95,193,194
1449,96,188,189
1449,97,187,188
1449,98,188,189
1449,99,189,190
1450,80,160,161
1450,81,166,167
1450,82,170,171
1450,83,176,177
1450,84,179,180
1450,85,180,181
1450,86,181,182
1450,87,182,183
1450,88,183,184
1450,89,181,182
1450,90,185,186
1450,91,192,193
1450,92,197,198
1450,93,198,199
1450,94,195,196
1450,95,192,193
1450,96,188,189
1450,97,187,188
1450,98,189,190
1450,99,190,191
1451,80,161,162
1451,81,167,168
1451,82,171,172
1451,83,176,177
1451,84,180,181
1451,85,181,182
1451,86,182,183
1451,87,183,184
1451,88,184,185
1451,89,180,181
1451,90,184,185
1451,91,189,190
1451,92,193,194
1451,93,194,195
1451,94,194,195
1451,95,190,191
1451,96,188,189
1451,97,187,188
1451,98,188,189
1451,99,189,190
1452,80,162,163
1452,81,168,169
1452,82,172,173
1452,83,177,178
1452,84,180,181
1452,85,182,183
1452,86,182,183
1452,87,183,184
1452,88,185,186
1452,89,180,181
1452,90,183,184
1452,91,187,188
1452,92,190,191
1452,93,192,193
1452,94,191,192
1452,95,189,190
1452,96,188,189
1452,97,187,188
1452,98,187,188
1452,99,187,188
1453,80,164,165
1453,81,168,169
1453,82,172,173
1453,83,178,179
1453,84,181,182
1453,85,183,184
1453,86,183,184
1453,87,184,185
1453,88,185,186
1453,89,181,182
1453,90,183,184
1453,91,186,187
1453,92,190,191
1453,93,191,192
1453,94,190,191
1453,95,189,190
1453,96,189,190
1453,97,185,186
1453,98,185,186
1453,99,184,185
1454,80,165,166
1454,81,169,170
1454,82,173,174
1454,83,178,179
1454,84,182,183
1454,85,183,184
1454,86,184,185
1454,87,185,186
1454,88,186,187
1454,89,181,182
1454,90,183,184
1454,91,188,189
1454,92,191,192
1454,93,192,193
1454,94,192,193
1454,95,191,192
1454,96,189,190
1454,97,185,186
1454,98,184,185
1454,99,185,186
1455,80,166,167
1455,81,170,171
1455,82,174,175
1455,83,179,180
1455,84,183,184
1455,85,184,185
1455,86,185,186
1455,87,186,187
1455,88,187,188
1455,89,183,184
1455,90,186,187
1455,91,190,191
1455,92,194,195
1455,93,195,196
1455,94,195,196
1455,95,192,193
1455,96,190,191
1455,97,187,188
1455,98,188,189
1455,99,187,188
1456,80,166,167
1456,81,170,171
1456,82,174,175
1456,83,179,180
1456,84,183,184
1456,85,184,185
1456,86,185,186
1456,87,186,187
1456,88,187,188
1456,89,183,184
1456,90,187,188
1456,91,192,193
1456,92,196,197
1456,93,198,199
1456,94,196,197
1456,95,193,194
1456,96,190,191
1456,97,191,192
1456,98,190,191
1456,99,188,189
1457,80,166,167
1457,81,169,170
1457,82,173,174
1457,83,180,181
1457,84,184,185
1457,85,186,187
1457,86,187,188
1457,87,187,188
1457,88,188,189
1457,89,181,182
1457,90,184,185
1457,91,190,191
1457,92,195,196
1457,93,196,197
1457,94,195,196
1457,95,192,193
1457,96,192,193
1457,97,192,193
1457,98,190,191
1457,99,190,191
1458,80,168,169
